 2.51188643e+06  4.00000000e-01  1.38777878e-17  2.51188643e+06  4.98253236e-01  1.31005812e-02  2.51188643e+06  2.55769358e-01 -2.88464581e-02 
 3.16227766e+06  4.00000000e-01  6.93889390e-18  3.16227766e+06  4.98890716e-01  1.04736780e-02  3.16227766e+06  2.53692633e-01 -2.32434802e-02 
 3.98107171e+06  4.00000000e-01  0.00000000e+00  3.98107171e+06  4.99297212e-01  8.35373614e-03  3.98107171e+06  2.52351255e-01 -1.86322250e-02 
 5.01187234e+06  4.00000000e-01  6.93889390e-18  5.01187234e+06  4.99555418e-01  6.65286327e-03  5.01187234e+06  2.51492173e-01 -1.48862155e-02 
 6.30957344e+06  4.00000000e-01  3.46944695e-18  6.30957344e+06  4.99719026e-01  5.29324175e-03  6.30957344e+06  2.50944967e-01 -1.18681111e-02 
 7.94328235e+06  4.00000000e-01  6.93889390e-18  7.94328235e+06  4.99822534e-01  4.20893567e-03  7.94328235e+06  2.50597623e-01 -9.44914396e-03 
 1.00000000e+07  4.00000000e-01  3.46944695e-18  1.00000000e+07  4.99887953e-01  3.34546748e-03  1.00000000e+07  2.50377630e-01 -7.51677392e-03 
 1.25892541e+07  4.00000000e-01  3.46944695e-18  1.25892541e+07  4.99929274e-01  2.65849857e-03  1.25892541e+07  2.50238490e-01 -5.97633824e-03 
 1.58489319e+07  4.00000000e-01  3.46944695e-18  1.58489319e+07  4.99955363e-01  2.11227180e-03  1.58489319e+07  2.50150565e-01 -4.74996126e-03 
 1.99526231e+07  4.00000000e-01  1.73472348e-18  1.99526231e+07  4.99971831e-01  1.67811356e-03  1.99526231e+07  2.50095036e-01 -3.77442652e-03 
 2.51188643e+07  4.00000000e-01  8.67361738e-19  2.51188643e+07  4.99982225e-01  1.33311157e-03  2.51188643e+07  2.50059977e-01 -2.99883472e-03 
 3.16227766e+07  4.00000000e-01  0.00000000e+00  3.16227766e+07  4.99988784e-01  1.05899763e-03  3.16227766e+07  2.50037849e-01 -2.38241064e-03 
 3.98107171e+07  4.00000000e-01  8.67361738e-19  3.98107171e+07  4.99992923e-01  8.41226535e-04  3.98107171e+07  2.50023883e-01 -1.89259228e-03 
 5.01187234e+07  4.00000000e-01  4.33680869e-19  5.01187234e+07  4.99995535e-01  6.68227441e-04  5.01187234e+07  2.50015070e-01 -1.50342782e-03 
 6.30957344e+07  4.00000000e-01  4.33680869e-19  6.30957344e+07  4.99997182e-01  5.30800671e-04  6.30957344e+07  2.50009509e-01 -1.19425945e-03 
 7.94328235e+07  4.00000000e-01  4.33680869e-19  7.94328235e+07  4.99998222e-01  4.21634344e-04  7.94328235e+07  2.50006000e-01 -9.48656192e-04 
 1.00000000e+08  4.00000000e-01  2.16840434e-19  1.00000000e+08  4.99998878e-01  3.34918261e-04  1.00000000e+08  2.50003786e-01 -7.53555522e-04 
 1.25892541e+08  4.00000000e-01  2.16840434e-19  1.25892541e+08  4.99999292e-01  2.66036133e-04  1.25892541e+08  2.50002389e-01 -5.98576003e-04 
 1.58489319e+08  4.00000000e-01  2.16840434e-19  1.58489319e+08  4.99999553e-01  2.11320564e-04  1.58489319e+08  2.50001507e-01 -4.75468614e-04 
 1.99526231e+08  4.00000000e-01  2.16840434e-19  1.99526231e+08  4.99999718e-01  1.67858167e-04  1.99526231e+08  2.50000951e-01 -3.77679545e-04 
 2.51188643e+08  4.00000000e-01  2.16840434e-19  2.51188643e+08  4.99999822e-01  1.33334620e-04  2.51188643e+08  2.50000600e-01 -3.00002228e-04 
 3.16227766e+08  4.00000000e-01  1.08420217e-19  3.16227766e+08  4.99999888e-01  1.05911523e-04  3.16227766e+08  2.50000379e-01 -2.38300592e-04 
 3.98107171e+08  4.00000000e-01  1.08420217e-19  3.98107171e+08  4.99999929e-01  8.41285478e-05  3.98107171e+08  2.50000239e-01 -1.89289065e-04 
 5.01187234e+08  4.00000000e-01  1.08420217e-19  5.01187234e+08  4.99999955e-01  6.68256983e-05  5.01187234e+08  2.50000151e-01 -1.50357737e-04 
 6.30957344e+08  4.00000000e-01  5.42101086e-20  6.30957344e+08  4.99999972e-01  5.30815477e-05  6.30957344e+08  2.50000095e-01 -1.19433440e-04 
 7.94328235e+08  4.00000000e-01  5.42101086e-20  7.94328235e+08  4.99999982e-01  4.21641765e-05  7.94328235e+08  2.50000060e-01 -9.48693760e-05 
 1.00000000e+09  4.00000000e-01  5.42101086e-20  1.00000000e+09  4.99999989e-01  3.34921981e-05  1.00000000e+09  2.50000038e-01 -7.53574351e-05 
